f1,f2,f3,f4,f5,f6,f7,f8
67,147,140,102,163,102,203,121
41,245,120,8,25,115,164,78
167,58,47,64,109,137,74,92
148,225,234,217,176,220,213,60
247,215,185,206,83,180,104,6
94,208,232,105,53,151,222,77
20,233,129,95,173,150,139,122
209,144,158,247,89,14,132,67
127,54,11,10,2,71,182,45
159,147,20,144,218,117,79,144
194,47,199,11,8,179,249,163
37,105,254,41,144,158,13,228
82,221,88,72,97,81,159,176
242,225,195,86,60,108,116,137
191,131,43,240,140,241,187,117
59,123,158,204,121,85,103,144
16,116,253,36,20,40,117,195
16,63,62,58,32,61,36,177
16,154,85,73,182,41,116,51
70,238,158,209,211,136,123,83
196,5,71,115,106,39,81,21
191,50,238,111,238,198,240,68
216,21,153,16,227,24,56,209
122,8,214,11,14,228,13,164
137,252,57,86,124,208,237,177
234,125,246,16,178,218,54,78
38,41,223,162,82,212,177,228
159,170,188,99,47,123,128,11
158,178,95,243,238,240,77,127
61,72,124,250,150,105,181,100
19,6,135,178,248,134,204,245
108,236,229,250,8,62,247,178
13,50,91,96,141,25,17,70
236,138,10,210,2,79,224,44
130,230,183,101,121,129,206,220
238,244,181,173,1,132,234,234
182,137,187,148,236,42,156,206
186,137,95,1,128,12,165,23
170,48,148,31,111,7,11,127
127,169,154,34,101,117,58,131
97,15,251,31,80,145,104,141
110,227,52,159,135,92,215,161
238,113,231,86,206,251,93,114
236,161,191,7,249,65,250,208
37,148,87,241,143,127,239,53
195,83,186,2,242,68,138,241
24,136,102,5,18,12,133,68
145,212,74,57,46,179,146,186
241,1,66,59,5,197,225,101
154,230,54,157,159,179,69,162
108,109,228,55,108,214,112,129
173,189,23,88,157,84,207,189
248,182,111,128,22,128,66,154
67,47,237,219,114,47,185,160
112,175,9,130,159,105,22,153
43,163,84,192,104,210,200,38
214,114,200,140,70,234,31,235
69,123,85,212,254,202,134,113
128,32,20,177,67,113,58,141
242,219,215,252,110,237,23,234
244,69,253,129,57,40,142,190
56,99,79,8,116,121,91,67
21,109,175,32,48,234,196,22
30,252,142,100,204,62,231,245
188,147,234,201,150,80,99,85
20,194,239,195,146,249,208,236
51,176,104,165,79,90,218,39
168,254,43,210,136,150,19,161
106,45,61,177,138,198,80,76
81,79,121,238,96,8,72,239
20,28,23,3,244,122,158,163
19,14,94,238,135,13,124,136
76,114,187,134,148,103,142,42
83,47,224,112,231,7,19,242
36,76,206,31,212,125,105,50
92,66,16,43,145,172,223,207
236,39,208,57,130,187,251,182
67,226,16,0,180,7,127,185
184,46,222,15,109,121,153,203
98,5,2,14,86,155,171,145
246,136,114,118,68,253,162,66
33,99,128,138,245,12,243,239
25,44,30,38,237,46,75,45
250,254,61,115,237,77,254,201
106,215,193,227,253,156,195,179
213,221,140,36,12,197,201,137
225,244,217,247,224,29,11,152
64,27,117,59,249,198,200,228
32,222,105,111,55,234,19,36
13,222,207,211,114,87,250,193
238,187,185,152,114,32,238,27
153,117,74,234,0,174,34,158
73,247,167,179,242,128,181,0
1,217,63,53,190,137,246,174
112,223,152,21,173,202,151,63
152,245,40,136,251,51,23,174
26,162,252,2,209,212,201,58
4,189,184,32,88,0,125,153
111,205,152,60,167,89,185,159
56,101,200,79,143,246,41,147
64,124,149,250,4,149,43,211
124,25,238,14,78,39,208,41
190,142,183,169,228,239,192,234
116,181,248,9,232,249,32,153
68,52,226,7,180,32,25,159
142,18,142,136,106,8,41,95
15,1,83,188,103,205,214,186
253,103,173,81,87,252,170,25
107,162,112,177,169,91,143,23
70,145,149,30,186,32,39,132
0,236,216,207,239,160,105,239
141,222,147,75,19,210,178,103
224,6,53,199,152,223,71,95
139,182,11,105,229,130,212,148
219,139,89,29,226,109,55,234
201,128,166,82,161,239,86,159
28,5,107,62,151,97,60,46
98,245,146,141,5,49,89,32
81,58,102,195,127,156,28,136
50,204,129,246,57,64,116,231
105,82,108,28,113,73,139,88
17,251,252,146,150,188,123,168
122,210,254,253,24,231,161,0
81,224,204,87,13,183,220,14
201,139,45,19,67,15,107,181
45,186,138,255,26,29,90,3
120,99,46,58,235,65,82,226
109,95,255,59,217,86,236,173
223,252,3,171,32,46,217,162
102,4,196,242,38,181,223,172
16,27,101,42,3,56,190,240
126,225,65,36,23,144,215,30
149,127,104,91,247,139,59,16
118,3,25,171,228,206,127,10
242,53,30,34,157,17,236,143
111,35,137,142,57,94,75,173
207,147,65,105,89,183,190,175
119,174,101,225,245,112,134,226
230,116,146,252,172,169,177,112
121,7,76,66,182,17,40,29
212,41,247,30,220,94,53,246
163,37,183,221,241,130,13,215
131,107,208,241,69,77,144,180
169,22,247,204,145,161,110,223
121,20,64,17,238,173,13,103
175,247,108,14,239,58,98,37
105,204,48,240,143,51,186,229
44,222,223,98,244,254,246,16
94,7,43,130,130,193,187,153
205,127,22,255,5,3,38,106
205,31,82,203,219,171,155,158
197,163,249,94,136,117,70,25
174,30,17,41,110,223,184,198
60,8,233,235,44,102,103,156
41,89,220,214,219,34,104,145
218,241,55,197,30,131,123,118
96,172,111,138,143,76,89,189
87,78,160,56,217,196,90,221
25,176,96,63,94,33,228,247
120,128,21,98,36,82,79,142
100,222,206,29,241,83,18,68
145,57,80,193,143,83,8,47
12,212,154,108,24,62,29,159
63,144,158,182,28,193,87,57
14,51,233,148,204,234,34,120
194,151,176,159,186,162,16,131
130,208,24,64,134,25,26,163
69,83,27,147,17,207,41,72
144,94,118,4,63,28,40,131
250,189,246,157,170,216,211,250
154,118,243,122,166,103,184,163
82,3,201,122,87,88,40,175
175,24,218,230,160,54,64,238
176,40,216,1,60,9,162,91
177,232,179,225,243,234,130,118
84,193,97,140,58,182,160,53
131,251,155,66,44,44,2,169
171,28,132,171,108,32,177,104
157,97,202,32,163,224,125,226
57,40,35,155,149,228,57,208
85,3,45,138,67,111,172,25
182,27,90,28,13,44,146,248
167,64,147,75,136,144,108,45
185,1,213,160,174,146,101,218
100,60,7,79,46,75,43,56
125,33,178,215,80,156,70,146
221,8,186,162,40,59,132,13
197,90,138,116,95,128,76,166
196,200,220,133,11,28,39,146
192,54,204,116,235,34,196,65
160,3,198,15,70,118,14,58
129,105,77,69,140,96,40,62
11,225,22,230,37,126,166,214
92,226,137,168,55,164,213,205
102,226,143,38,141,57,37,163
195,26,25,162,86,220,46,46
84,23,191,2,86,206,218,47
83,193,147,44,203,55,112,254
69,65,202,85,111,61,121,254
1,43,238,251,58,2,137,218
141,209,62,130,123,74,221,160
205,86,93,128,34,200,57,68
240,40,115,111,190,213,11,28
185,2,171,141,173,23,174,136
152,176,121,28,3,156,154,222
127,231,101,232,91,205,112,169
192,140,137,216,51,45,240,75
223,134,106,73,135,23,76,125
16,148,152,180,110,208,94,56
90,200,34,165,23,93,39,51
87,46,10,25,178,71,245,102
159,185,69,189,215,250,53,33
161,112,98,53,27,226,175,227
31,240,29,29,29,60,8,169
223,121,240,216,226,26,237,95
78,169,10,180,137,222,126,48
143,86,234,80,196,227,129,204
246,118,21,221,164,56,11,166
139,136,58,60,233,235,181,64
201,69,174,147,54,21,152,47
235,233,32,70,20,246,83,83
71,109,142,170,5,138,17,85
249,187,115,207,60,121,88,23
53,136,122,251,81,75,99,254
94,2,216,123,8,209,242,12
218,39,110,121,160,75,130,39
113,208,139,214,4,26,136,2
98,22,183,192,238,205,125,35
241,12,112,164,193,152,37,145
217,153,98,211,197,77,217,44
207,249,218,181,82,112,186,230
160,196,152,16,96,81,117,95
104,91,157,16,201,22,137,216
104,247,255,140,125,241,78,157
50,69,127,248,220,187,197,26
178,61,99,198,174,213,20,18
145,180,211,62,241,222,60,37
68,182,223,19,164,5,224,18
31,123,151,146,113,218,244,201
165,181,97,207,147,119,245,0
206,57,42,81,227,63,128,114
182,21,34,12,90,60,156,52
101,162,243,238,72,195,141,117
30,189,99,210,165,55,208,43
207,217,206,10,95,115,124,207
74,164,243,104,188,247,87,8
66,27,132,56,5,166,130,4
91,73,208,175,152,14,182,97
91,26,196,63,151,11,19,45
141,90,30,211,29,156,116,222
109,75,191,100,28,202,63,71
84,43,216,236,212,43,143,30
196,83,218,180,246,167,135,26
185,4,175,218,26,81,199,253
30,40,221,127,189,102,11,248
182,157,0,224,255,107,125,229
213,202,46,157,146,163,236,75
31,232,215,221,40,168,108,222
204,157,101,94,226,11,192,125
73,213,133,178,163,231,78,0
149,67,6,178,183,177,2,144
79,116,4,216,161,93,153,31
221,111,157,79,167,22,145,214
101,218,214,227,160,255,40,135
225,128,121,167,53,213,248,86
136,41,212,104,78,75,63,107
143,113,188,191,37,194,118,56
34,83,3,185,187,41,100,39
94,209,15,204,119,248,196,121
146,187,82,23,77,115,12,20
247,153,41,81,254,163,172,54
192,87,198,7,55,126,195,35
99,237,111,45,242,114,153,134
19,98,77,131,146,35,111,116
205,13,166,10,70,252,8,20
122,201,150,236,0,213,128,146
162,92,32,98,64,126,119,101
75,236,28,236,228,138,234,50
88,99,91,78,162,232,33,159
132,80,9,46,135,5,181,173
45,87,175,249,187,211,180,251
249,55,148,26,67,115,44,78
155,205,144,3,110,14,165,20
117,143,230,249,20,247,73,109
164,52,214,130,238,140,44,229
114,254,158,27,8,155,45,64
130,179,229,197,171,102,120,167
166,236,117,196,134,168,106,97
17,228,44,81,153,96,153,207
182,130,156,236,13,76,125,77
188,68,5,85,184,38,187,65
242,169,126,47,225,225,225,213
218,160,81,184,146,145,15,129
150,4,69,167,5,56,67,64
22,119,237,22,210,172,174,243
194,178,79,191,211,80,68,147
111,51,182,143,233,186,179,3
223,97,30,158,251,99,81,10
129,201,46,50,237,196,54,234
97,104,190,51,100,117,183,50
178,197,224,120,165,71,70,13
163,166,238,135,239,209,138,98
80,209,139,93,131,183,194,83
103,176,175,219,59,235,47,237
163,39,19,245,91,22,135,40
238,132,235,56,77,115,153,156
88,203,236,150,236,97,140,58
251,177,41,104,79,68,99,238
220,128,110,89,95,233,51,22
239,209,238,107,195,15,194,220
132,14,175,60,73,108,155,229
48,141,34,139,221,29,250,68
76,128,140,249,132,14,148,63
46,122,243,40,17,104,104,79
62,79,31,180,91,2,102,156
67,242,21,215,61,116,83,214
54,98,156,37,152,94,127,3
42,178,6,67,42,184,178,215
126,131,151,202,216,95,141,44
245,154,172,118,113,253,123,131
182,83,109,183,167,211,20,37
88,107,0,160,250,145,97,106
71,254,15,91,175,129,111,173
194,161,200,176,155,75,95,119
132,100,53,186,128,145,119,132
25,155,162,162,23,238,235,191
199,101,121,254,239,198,172,242
101,195,138,76,52,12,177,255
114,17,82,66,164,21,199,132
246,97,166,19,2,55,206,231
236,22,162,251,18,16,169,96
138,53,180,109,204,101,254,203
179,103,232,248,137,56,167,35
45,148,205,79,195,106,89,37
208,90,238,246,133,237,138,205
100,12,148,157,31,139,134,83
146,135,22,92,241,160,188,152
56,192,9,213,126,202,182,184
29,200,27,189,35,15,142,48
76,200,170,82,189,185,213,179
165,82,45,187,97,112,242,178
0,122,246,42,243,201,74,52
124,41,169,51,41,147,105,218
239,110,163,217,92,130,34,32
176,135,196,211,205,42,144,177
44,50,106,146,226,239,58,9
200,41,124,253,10,26,199,174
221,70,147,94,25,129,178,218
96,180,228,143,4,17,21,132
158,138,154,200,252,215,36,12
39,75,40,139,240,114,244,222
154,215,252,126,112,89,188,237
214,131,79,3,215,148,167,158
224,211,38,12,162,36,165,158
138,213,10,215,34,185,127,64
110,187,229,155,95,157,114,120
245,128,52,105,44,79,123,254
54,185,96,208,226,161,84,179
72,226,213,7,135,255,201,100
146,227,163,242,87,94,99,61
222,206,57,117,85,126,25,212
159,224,212,142,120,158,119,206
183,78,73,87,130,194,187,230
183,136,40,221,247,239,9,39
56,164,129,177,143,51,147,160
135,114,110,128,60,87,229,78
228,82,133,217,30,197,170,157
35,109,65,94,30,39,7,150
162,109,207,151,136,225,24,40
211,227,230,221,184,244,120,43
250,148,135,170,110,174,125,85
249,21,128,142,167,62,70,23
128,194,152,233,179,120,155,66
47,100,143,119,41,35,42,172
58,94,101,57,235,250,117,18
0,176,127,20,169,83,255,93
36,164,195,110,70,43,8,38
133,239,50,163,247,139,242,170
136,119,114,150,81,54,20,181
79,101,132,145,119,23,214,73
206,206,178,99,219,135,191,74
188,52,199,233,138,165,201,241
178,169,47,231,219,6,48,72
158,48,6,191,127,60,30,39
188,208,231,177,245,247,35,182
252,3,180,188,127,71,15,223
171,48,75,25,255,103,127,138
134,222,12,173,78,112,70,157
126,140,43,46,190,152,232,228
151,195,151,126,111,77,36,41
180,160,137,103,125,165,159,102
55,42,20,8,249,49,117,211
73,212,219,2,66,231,224,192
199,120,89,194,28,17,103,170
2,77,138,255,120,188,8,104
204,155,244,79,236,163,216,171
101,158,28,22,70,6,119,161
102,115,234,154,53,233,218,10
48,35,88,36,184,231,245,105
111,246,249,136,30,139,27,0
227,48,245,110,177,143,138,172
194,227,229,188,30,146,181,92
27,156,187,221,212,237,144,180
46,69,110,244,45,95,165,246
109,155,225,175,83,155,219,150
108,184,6,35,1,245,24,49
134,192,11,151,111,158,55,61
90,112,137,172,61,59,51,24
8,145,110,155,141,10,180,143
231,153,160,93,13,13,37,229
235,234,68,46,10,253,82,32
65,68,133,118,127,49,217,249
109,233,17,249,97,153,19,39
139,192,108,237,233,84,209,90
134,232,94,177,101,31,218,71
12,178,208,134,212,101,221,170
223,151,226,45,197,249,244,163
119,183,98,133,144,149,245,226
94,49,16,115,234,241,58,140
238,179,54,191,149,80,30,252
117,153,176,115,7,10,32,121
26,108,233,191,103,54,74,1
36,248,115,243,79,223,18,12
87,208,212,51,143,197,24,244
50,65,131,241,129,79,194,220
126,125,62,137,43,212,223,217
68,40,61,210,226,28,162,248
181,170,140,26,244,218,129,239
217,22,221,8,170,70,200,57
158,249,207,240,191,59,193,48
75,113,59,19,169,84,40,64
13,49,64,142,40,102,160,102
26,196,239,244,138,56,101,195
189,255,166,245,174,115,79,6
208,125,241,56,22,209,170,164
223,20,31,118,145,167,99,145
49,3,127,182,2,90,114,100
230,182,170,136,232,167,52,165
137,0,163,101,174,236,14,235
135,205,230,164,107,153,73,60
61,124,188,206,187,87,37,132
120,18,44,74,248,48,50,195
79,101,68,101,216,139,77,6
230,76,108,15,53,106,248,40
21,144,83,158,217,105,176,134
125,80,153,241,231,182,133,58
20,149,9,4,99,42,178,116
211,8,195,219,173,134,76,35
55,119,133,138,227,28,123,179
62,252,225,220,198,6,61,184
82,132,135,163,158,50,243,180
44,95,62,113,238,231,95,24
191,124,66,235,211,76,189,163
45,53,214,244,68,130,250,201
112,107,97,92,232,114,136,80
151,139,167,195,83,2,209,187
11,105,126,0,113,78,242,41
168,155,208,212,52,232,131,51
187,22,26,250,121,169,20,82
32,253,211,71,126,24,184,50
213,3,234,201,155,153,254,72
74,18,33,224,69,86,111,107
21,187,52,22,129,229,74,157
21,117,70,251,232,63,200,165
91,166,184,240,131,196,47,242
200,11,5,83,60,54,203,226
116,149,7,44,102,125,87,82
225,69,134,255,101,252,5,147
10,61,102,82,34,174,43,220
200,109,216,229,249,187,23,2
29,170,42,75,34,48,134,154
232,226,108,2,180,254,169,169
168,117,229,206,153,65,120,202
58,7,209,57,178,213,21,170
213,123,81,153,31,254,136,20
34,94,50,204,33,206,207,165
171,61,78,26,88,107,224,211
155,72,45,88,194,150,135,248
132,202,92,91,17,158,50,124
32,91,116,206,180,69,60,121
156,204,87,46,180,182,159,123
121,82,167,36,249,138,194,79
223,225,103,13,221,89,4,38
210,186,67,241,180,31,32,100
182,193,118,51,199,254,27,7
30,156,61,157,117,249,27,43
182,96,155,149,158,90,53,136
93,37,17,183,221,157,144,1
151,152,222,3,67,182,197,97
183,247,219,120,149,132,212,40
236,2,185,0,49,173,124,168
83,97,152,31,221,247,182,187
152,24,109,48,131,124,43,171
227,157,29,225,88,93,239,225
246,66,127,54,239,217,241,9
168,54,239,206,113,152,101,21
84,99,11,220,181,230,90,14
222,130,86,50,239,222,217,156
253,250,3,178,17,151,10,150
191,70,115,166,192,160,198,55
222,92,164,233,91,31,72,117
124,173,49,226,181,14,66,83
165,58,154,242,237,67,105,205
81,147,24,181,136,58,166,29
107,158,171,22,237,47,42,215
121,143,85,69,100,100,147,191
168,215,195,144,7,178,63,219
18,235,17,219,216,16,225,99
55,17,50,30,71,132,16,224
57,183,116,123,70,166,4,255
30,231,91,230,247,147,214,243
234,166,19,85,52,180,205,246
108,108,8,158,251,77,21,135
101,223,158,185,88,25,120,85
29,61,182,207,84,165,18,233
192,228,179,29,60,45,186,28
219,35,79,192,251,97,2,194
90,36,21,113,181,168,117,212
237,6,116,48,154,233,227,116
54,210,205,21,2,244,8,199
83,249,170,173,165,44,31,54
0,250,232,74,135,3,66,31
102,124,139,137,137,247,53,244
166,126,226,34,196,229,84,38
120,38,89,133,97,44,98,44
187,180,47,3,181,53,79,132
49,71,100,161,70,228,74,3
186,6,179,205,26,41,190,91
224,122,50,27,81,33,244,42
113,25,217,45,70,194,47,213
31,82,203,132,180,202,17,106
169,124,186,126,122,45,250,86
112,153,105,129,42,13,182,62
76,111,23,121,237,139,177,116
151,234,213,138,51,159,250,159
89,3,79,35,46,220,68,241
2,205,228,51,200,190,244,203
209,218,0,230,22,254,143,203
213,158,61,30,236,136,71,250
138,115,236,128,89,132,1,77
63,68,241,96,178,227,134,195
209,144,60,143,244,202,45,99
38,133,112,199,1,250,1,110
141,32,34,184,164,71,120,78
90,148,154,49,109,90,9,93
255,151,108,255,130,175,23,235
37,16,76,132,38,108,138,238
128,179,39,49,82,129,144,204
114,222,27,234,224,1,9,197
62,165,242,238,119,72,21,180
135,20,66,6,171,178,222,228
253,223,121,176,104,208,31,209
151,225,62,197,91,212,233,127
40,220,115,24,18,82,81,56
135,105,117,250,46,194,163,181
15,253,16,128,127,135,171,191
126,93,10,21,174,12,168,246
105,196,228,44,173,59,222,175
90,67,65,254,51,133,23,92
252,141,98,50,119,206,146,86
134,44,203,154,145,43,211,251
202,232,242,188,95,104,99,61
30,149,187,107,134,220,57,162
174,133,144,22,203,250,21,38
114,29,37,81,234,72,155,2
181,120,116,76,136,37,23,19
4,36,186,184,113,248,101,110
128,31,89,167,132,141,238,147
71,54,156,25,14,70,229,63
10,157,218,49,112,234,142,13
195,12,41,121,247,137,60,84
226,204,43,173,44,150,174,67
154,148,9,127,247,138,139,88
136,42,105,117,69,16,98,32
132,178,134,35,45,177,195,121
221,42,70,194,125,192,29,110
44,171,159,164,237,85,191,212
9,52,77,31,246,72,226,50
119,255,29,231,197,115,246,63
62,137,39,138,11,31,188,110
2,167,175,225,214,51,110,87
66,211,87,211,231,75,16,13
198,107,49,236,131,8,35,208
136,107,97,41,211,63,206,243
254,173,2,168,56,205,154,239
197,168,213,44,112,198,63,155
119,65,49,87,81,198,187,232
220,108,170,26,44,68,195,224
2,225,180,180,227,211,228,201
117,147,51,85,199,166,190,35
90,142,187,132,30,169,75,206
104,118,57,39,131,168,251,17
57,89,170,66,190,241,73,249
253,71,131,195,147,211,6,153
213,173,229,198,226,24,204,53
203,189,100,252,20,74,203,67
235,237,185,241,185,74,116,144
38,236,132,215,100,152,94,160
39,207,57,0,107,138,107,111
105,106,12,250,4,80,141,10
199,211,24,46,105,201,80,96
219,30,32,87,103,114,149,66
227,167,91,202,102,67,62,214
207,164,76,54,150,122,53,68
49,234,251,19,46,163,127,24
219,50,248,82,54,136,33,197
9,62,136,80,234,50,193,239
129,93,255,190,208,22,16,132
249,166,111,84,91,149,227,38
225,144,202,192,210,217,90,241
241,248,132,108,115,223,247,145
110,214,182,229,176,36,165,70
89,8,38,140,111,199,117,80
197,180,168,125,136,209,19,237
6,7,93,231,103,129,21,97
14,1,151,158,128,167,95,100
169,187,28,35,165,37,191,215
251,155,27,98,226,175,78,66
44,4,214,234,0,181,142,108
62,180,249,56,100,24,115,64
109,227,158,3,223,110,34,241
147,180,235,159,250,100,207,83
76,243,159,31,133,244,95,53
223,230,197,167,101,78,164,226
75,234,13,237,196,135,106,107
62,32,36,130,167,57,6,113
76,54,147,252,74,183,233,170
172,36,29,228,239,251,150,101
189,203,67,104,237,140,212,82
190,36,137,243,0,108,118,61
136,216,152,231,16,208,108,69
148,57,245,160,112,107,3,24
237,63,10,23,23,82,210,116
228,215,88,91,204,205,146,117
3,242,34,207,125,155,183,194
174,232,40,203,244,217,183,164
94,116,78,230,57,181,156,126
171,170,169,14,5,9,165,163
0,41,117,255,211,106,34,47
50,57,140,238,254,251,79,100
223,23,212,226,183,235,19,133
160,6,138,229,161,107,39,177
164,202,128,91,128,158,104,208
34,225,149,185,8,28,34,73
125,222,121,5,170,144,105,86
121,35,76,31,178,172,204,147
209,115,106,121,201,121,75,98
